name,recclass,mass (g),year,reclat,reclong
Frontier Mountain 03050,L3,11.77,2003,-72.95222,160.46639
Frontier Mountain 03053,H6,21.54,2003,-72.95281,160.46431
Frontier Mountain 03057,L6,61,2003,-72.95275,160.45725
Frontier Mountain 03065,H5,26.43,2004,-72.99558,160.39492
Frontier Mountain 03074,H5,12.05,2004,-72.95233,160.45447
Frontier Mountain 03076,H4,24.27,2003,-72.95397,160.48642
Frontier Mountain 03077,H5,352.2,2003,-72.95281,160.44414
Frontier Mountain 03079,H6,19.1,2003,-72.95414,160.44164
Frontier Mountain 03081,H4,42.9,2003,-72.98886,160.40603
Frontier Mountain 03085,H5,19.51,2003,-72.99478,160.39561
Frontier Mountain 03086,H5,14.96,2003,-72.95669,160.47436
Frontier Mountain 03088,H4,16.07,2004,-72.96433,160.68992
Frontier Mountain 03099,H5,17.16,2004,-72.95228,160.50106
Frontier Mountain 09005,H4,15.1,2009,-72.95388,160.45022
Frontier Mountain 09006,L6,49.9,2009,-72.9539,160.45248
Frontier Mountain 09007,L4,23.4,2009,-72.95392,160.45612
Frontier Mountain 09008,L3,27,2009,-72.95302,160.45972
Frontier Mountain 09009,H5,19.7,2009,-72.95267,160.46532
Frontier Mountain 09012,H6,12.7,2009,-72.95267,160.46532
Frontier Mountain 09013,L3,16,2009,-72.95278,160.47237
Frontier Mountain 09014,H6,10.6,2009,-72.95278,160.47237
Frontier Mountain 09015,H6,27.3,2009,-72.95225,160.4715
Frontier Mountain 09018,H5,41.4,2009,-72.95275,160.4837
Frontier Mountain 09019,L4,16.6,2009,-72.95275,160.4837
Frontier Mountain 09020,H4,12.9,2009,-72.95243,160.48522
Frontier Mountain 09021,L4,16.2,2009,-72.9531,160.48677
Frontier Mountain 09023,H5,26,2009,-72.95245,160.49077
Frontier Mountain 09024,H5,13.7,2009,-72.95312,160.49633
Frontier Mountain 09025,H4,11.7,2009,-72.95312,160.49633
Frontier Mountain 10044,H4,15.2,2011,-72.96418,160.51073
Frontier Mountain 10063,Ureilite,13.1,2011,-72.95077,160.4584
Frontier Mountain 10069,Ureilite,11.4,2011,-72.9533,160.44603
Frontier Mountain 84001,L6,942,1984,-72.95488,160.47328
Frontier Mountain 84002,L6,48.2,1984,-72.95488,160.47328
Frontier Mountain 84003,H6,19.4,1984,-72.95488,160.47328
Frontier Mountain 84005,H3,19.4,1984,-72.95488,160.47328
Frontier Mountain 84007,H6,23.5,1984,-72.95488,160.47328
Frontier Mountain 84021,H4,16.2,1984,-72.95488,160.47328
Frontier Mountain 84025,H4,11.1,1984,-72.95488,160.47328
Frontier Mountain 84036,H3,13.2,1984,-72.95488,160.47328
Frontier Mountain 84037,H4,10.5,1984,-72.95488,160.47328
Frontier Mountain 90001,H6,76.1,1991,-72.95725,160.47038
Frontier Mountain 90002,H5/6,22.1,1991,-72.95502,160.48016
Frontier Mountain 90003,H3.6,26.1,1991,-72.95502,160.43827
Frontier Mountain 90005,H4,18.2,1991,-72.95551,160.44071
Frontier Mountain 90006,L/LL3,18.3,1990,-72.97296,160.48444
Frontier Mountain 90015,H4-5,11.7,1991,-72.95533,160.43857
Frontier Mountain 90022,H4,10.8,1990,-72.95488,160.47328
Frontier Mountain 90024,H5,16.5,1990,-72.95488,160.47328
Frontier Mountain 90025,H6,11.8,1990,-72.95404,160.50371
Frontier Mountain 90027,H3,16,1990,-72.95404,160.50371
Frontier Mountain 90028,L(?)3,18.8,1990,-72.95359,160.50952
Frontier Mountain 90029,H4,16.5,1990,-72.9535,160.51411
Frontier Mountain 90035,LL4,81.2,1990,-72.9531,160.45004
Frontier Mountain 90036,Ureilite,34.6,1990,-72.95328,160.43934
Frontier Mountain 90037,H5,13.1,1990,-72.9544,160.49912
Frontier Mountain 90042,LL4,14.7,1990,-72.9539,160.50631
Frontier Mountain 90043,H6,38.4,1990,-72.96752,160.44347
Frontier Mountain 90044,L5,10.2,1990,-72.95806,160.48796
Frontier Mountain 90045,L4,21.8,1990,-72.95623,160.43854
Frontier Mountain 90047,L4,19,1990,-72.95337,160.52512
Frontier Mountain 90048,H6,20.3,1990,-72.95489,160.43796
Frontier Mountain 90050,H5,15.8,1990,-72.9556,160.43857
Frontier Mountain 90052,L4,34.2,1990,-72.95623,160.43857
Frontier Mountain 90054,Ureilite,17.5,1990,-72.95578,160.43857
Frontier Mountain 90058,L7,28,1990,-72.95547,160.43796
Frontier Mountain 90059,H5,30.4,1990,-72.95417,160.52512
Frontier Mountain 90069,H6,17.7,1990,-72.95431,160.50065
Frontier Mountain 90070,L4,27,1990,-72.95457,160.50221
Frontier Mountain 90072,H5,108.1,1990,-72.95488,160.47328
Frontier Mountain 90073,H6,20.6,1990,-72.95563,160.46457
Frontier Mountain 90075,H5,21,1990,-72.95364,160.44301
Frontier Mountain 90076,H4/5,10.5,1990,-72.95607,160.45233
Frontier Mountain 90082,H5,60.48,1991,-72.99444,160.41111
Frontier Mountain 90104,H6,10.9,1990,-72.95404,160.50188
Frontier Mountain 90107,H5,10.3,1990,-72.95488,160.47328
Frontier Mountain 90109,H6,11.6,1991,-72.95225,160.48903
Frontier Mountain 90127,H3,13.55,1990,-72.96222,160.48444
Frontier Mountain 90130,H3-5,15.5,1990,-72.95488,160.47328
Frontier Mountain 90135,LL4,15.4,1990,-72.95404,160.50402
Frontier Mountain 90142,L3,14.9,1990,-72.95556,160.45386
Frontier Mountain 90148,H5,10.2,1990,-72.95359,160.50952
Frontier Mountain 90149,H4,13.8,1990,-72.95341,160.52175
Frontier Mountain 90150,H6,16.66,1990,-72.9535,160.52665
Frontier Mountain 90151,H5,33.6,1990,-72.95564,160.51258
Frontier Mountain 90152,H5,18.3,1990,-72.95556,160.4661
Frontier Mountain 90154,L6,107.1,1990,-72.95614,160.43429
Frontier Mountain 90155,L6,72.06,1990,-72.95614,160.43444
Frontier Mountain 90156,H6,31.82,1990,-72.95614,160.43506
Frontier Mountain 90158,H4-5,23.33,1990,-72.95413,160.5034
Frontier Mountain 90160,L/LL4,23.32,1990,-72.95404,160.50371
Frontier Mountain 90161,L6,32.44,1990,-72.95431,160.50065
Frontier Mountain 90162,L6,14.81,1990,-72.95404,160.50371
Frontier Mountain 90163,L4-6,24.05,1990,-72.95435,160.50937
Frontier Mountain 90164,L4,80.8,1990,-72.95596,160.43857
Frontier Mountain 90166,H6,24.41,1990,-72.9531,160.44698
Frontier Mountain 90167,H4,10.84,1990,-72.95489,160.44469
Frontier Mountain 90168,Ureilite,14.26,1990,-72.95489,160.44622
Frontier Mountain 90171,H5,13.4,1990,-72.95489,160.44316
Frontier Mountain 90172,L5,65.86,1990,-72.95667,160.43857
Frontier Mountain 90174,H5,12.65,1990,-72.95488,160.47328
Frontier Mountain 90175,H5,15.03,1990,-72.95488,160.47328
Frontier Mountain 90182,H4-6,12.45,1990,-72.99083,160.40833
Frontier Mountain 90192,H6,48.01,1990,-72.95609,160.46029
Frontier Mountain 90201,H5-6,11.5,1990,-72.95363,160.44282
Frontier Mountain 90203,H6,11.31,1990,-72.95573,160.54408
Frontier Mountain 90204,H6,12.55,1990,-72.95488,160.47328
Frontier Mountain 90211,H5,10.92,1990,-72.95583,160.54028
Frontier Mountain 90224,H6,14.91,1990,-72.95578,160.43857
Frontier Mountain 90226,H5/6,24.79,1990,-72.95583,160.43833
Frontier Mountain 90228,Ureilite,13.26,1990,-72.95,160.43333
Frontier Mountain 90231,L5,18.21,1990,-72.955,160.44083
Frontier Mountain 90233,Ureilite,31.89,1990,-72.95611,160.43833
Frontier Mountain 90234,L6,23.47,1990,-72.95564,160.44117
Frontier Mountain 90235,L6,23.94,1991,-72.95611,160.44139
Frontier Mountain 90236,H5,165.7,1990,-72.95645,160.44392
Frontier Mountain 90238,H5,17.41,1990,-72.95506,160.43796
Frontier Mountain 90239,H6,15.39,1990,-72.95489,160.44775
Frontier Mountain 93002,H6,665.2,1993,-72.96806,160.42306
Frontier Mountain 93003,L6,65.25,1993,-72.95583,160.46694
Frontier Mountain 93005,L5,1665.4,1993,-72.96972,160.43778
Frontier Mountain 93006,H5/6,60.33,1993,-72.97139,160.46083
Frontier Mountain 93008,Ureilite,12.01,1993,-72.95444,160.43778
Frontier Mountain 93009,L4,106.5,1993,-72.99333,160.41528
Frontier Mountain 93012,L5,19.95,1993,-72.95306,160.52972
Frontier Mountain 93017,H5,10.81,1993,-72.9525,160.50528
Frontier Mountain 93020,L5,78.2,1993,-72.955,160.475
Frontier Mountain 93021,H5,80.43,1993,-72.9525,160.43
Frontier Mountain 93024,H5,15.23,1993,-72.98972,160.40778
Frontier Mountain 93026,H5,19.19,1993,-72.98889,160.40778
Frontier Mountain 93028,H4,10.19,1993,-72.95139,160.45667
Frontier Mountain 93032,H5,16.6,1993,-72.943,160.50983
Frontier Mountain 93035,L4,15.7,1993,-72.95283,160.4355
Frontier Mountain 93048,H4,11.72,1993,-72.99306,160.41306
Frontier Mountain 93049,H3.6,10.6,1993,-72.98972,160.40778
Frontier Mountain 93051,H6,15.28,1993,-72.98889,160.40528
Frontier Mountain 95002,CO3,64.6,1995,-72.97367,160.441
Frontier Mountain 95005,L6,191.3,1995,-72.99972,160.44472
Frontier Mountain 95006,H6,121.7,1995,-72.96528,160.43111
Frontier Mountain 95010,H6,87.1,1995,-72.9625,160.4425
Frontier Mountain 95012,H6,44,1995,-72.9625,160.43694
Frontier Mountain 95018,H5,13.9,1995,-72.95417,160.43639
Frontier Mountain 95019,H5,13,1995,-72.95472,160.44
Frontier Mountain 95028,Ureilite,13.9,1995,-72.95111,160.51389
Frontier Mountain 95030,H5,13.1,1995,-72.95267,160.50117
Frontier Mountain 95032,H4,17.4,1995,-72.98944,160.41222
Frontier Mountain 95033,H5,23.9,1995,-72.95389,160.43361
Frontier Mountain 95036,H3,21.5,1995,-72.9515,160.505
Frontier Mountain 95041,H6,15.7,1995,-72.95472,160.44
Frontier Mountain 95042,H5,14.2,1995,-72.95067,160.50833
Frontier Mountain 95044,H6,10.7,1995,-72.95306,160.46361
Frontier Mountain 95046,H6,13.2,1995,-72.99133,160.417
Frontier Mountain 97008,H4/5,14.9,1997,-72.95278,160.44083
Frontier Mountain 97010,L4,23.1,1997,-72.95306,160.4825
Frontier Mountain 97013,Ureilite,21.4,1997,-72.95361,160.44611
Frontier Mountain 97024,H4/5,16.1,1997,-72.95333,160.5225
Frontier Mountain 97025,H5,28.2,1997,-72.95333,160.5225
Frontier Mountain 97027,H6,20.5,1997,-72.95222,160.51778
Frontier Mountain 97028,H5,15.6,1997,-72.95222,160.51778
Frontier Mountain 97029,H5,26.1,1997,-72.955,160.52806
Frontier Mountain 97030,L6,60.4,1997,-72.955,160.52806
Frontier Mountain 97032,H6,13.1,1997,-72.9525,160.52028
Frontier Mountain 97033,H4/5,29.1,1997,-72.95361,160.50528
Frontier Mountain 97045,Eucrite-pmict,14.9,1997,-72.98861,160.40694
Frontier Mountain 97052,L5,12.4,1997,-72.955,160.43389
Frontier Mountain 97053,H5,11.3,1997,-72.95333,160.47778
Frontier Mountain 99001,L6,221.5,1999,-72.96083,160.31889
Frontier Mountain 99007,L6,16.3,1999,-72.99306,160.41028
Frontier Mountain 99008,H5/6,123.3,1999,-72.97667,160.45111
Frontier Mountain 99013,H4,10.7,1999,-72.995,160.4
Frontier Mountain 99014,H4,14.1,1999,-72.99306,160.40056
Frontier Mountain 99016,L5,23.3,1999,-72.995,160.40167
Frontier Mountain 99018,H4,10.1,1999,-72.99417,160.39944
Frontier Mountain 99021,H4,127.9,1999,-72.97417,160.45361
Frontier Mountain 99025,H5,297.8,1999,-72.98778,160.42167
Frontier Mountain 99028,L6,771.8,1999,-72.97972,160.48639
Frontier Mountain 99031,L3,201.6,1999,-72.9625,160.5675
Frontier Mountain 99032,H6,28.1,1999,-72.9625,160.56417
Frontier Mountain 99037,H4,19.6,1999,-72.9625,160.57
Frontier Mountain 99038,H5,12.1,1999,-72.97639,160.55111
Frontier Mountain 99040,CO3,71.4,1999,-72.96389,160.55806
Fukang,"Pallasite, PMG",1003000,2000,44.43333,87.63333
Fuzzy Creek,"Iron, IVA",2700,,31.61111,-99.90417
Gahanna,"Iron, IAB-MG",1201,1950,40.01667,-82.86667
Gail,H4,4650,1948,32.7,-101.6
Gaines County Park,H5,13700,1977,32.83333,-102.73333
Galatia,L6,23900,1971,38.64167,-98.88333
Galleta Flat,H4,392,2009,32.00415,-110.37503
Gan Gan,"Iron, IVA",83000,1984,-42.66667,-68.08333
Gao-Guenie (b),CR,344,2002,11.65,-2.18333
Garabato,H5,160000,1995,-28.86667,-60.2
Garden Head,"Iron, IAB-sHH",1296,1944,49.81667,-108.46
Gardner Ridge 98400,L6,77.8,1998,-86.93333,-148.55
Garnett,H4,4788,1938,38.26667,-95.25
Garraf,L6,8800,1905,41.26667,1.91667
Garrison,H5,5116,1969,33.86333,-103.34667
Gascoyne Junction,H5,10000,1978,-24.5,115.18333
Gay Gulch,"Iron, IAB-sHH",483,1901,63.91667,-139.33333
Gaylord,H4,8480,1983,39.61667,-98.7
Gebel Kamil,"Iron, ungrouped",1600000,2009,22.01833,26.08778
Genichesk,L5/6,531,1927,46.7,32.6
Geologists Range 85700,L6,2409,1985,-82.5,155.5
Geologists Range 85701,L6,438.6,1985,-82.5,155.5
Geologists Range 99100,H5,979.5,1999,-82.5,155.5
Geologists Range 99101,H4,383.9,1999,-82.5,155.5
Geologists Range 99102,H4,340.6,1999,-82.5,155.5
Geologists Range 99103,H4-6,119.3,1999,-82.5,155.5
Geologists Range 99104,L6,100.7,1999,-82.5,155.5
Geologists Range 99105,L6,51.9,1999,-82.5,155.5
Geologists Range 99106,H5,62.8,1999,-82.5,155.5
Geologists Range 99107,L5,50.6,1999,-82.5,155.5
Geologists Range 99108,H5,89.2,1999,-82.5,155.5
Geologists Range 99109,H4,129.3,1999,-82.5,155.5
Geologists Range 99110,L6,18.5,1999,-82.5,155.5
Geologists Range 99111,H5,12.4,1999,-82.5,155.5
Geologists Range 99112,L6,39.6,1999,-82.5,155.5
Geologists Range 99113,L6,34.8,1999,-82.5,155.5
Geologists Range 99114,L6,39.9,1999,-82.5,155.5
Geologists Range 99116,H6,11.4,1999,-82.5,155.5
Geologists Range 99119,H6,11.4,1999,-82.5,155.5
Geologists Range 99129,L6,579.9,1999,-82.5,155.5
Georgetown,H6,687,1967,39.7,-105.7
Gerona,H5,148,1899,41.96667,2.81667
Ghéizel,H4,375,1988,29.65972,20.08611
Gheriat 001,H5,20.8,1990,30.65833,12.30667
Gheriat 002,L6,1125,1990,30.50667,12.215
Ghubara,L5,1750000,1954,19.22778,56.14278
Gibeon,"Iron, IVA",26000000,1836,-25.5,18
Gibson,Lodranite,67.1,1991,-33.68333,121.8
Gila Bend,L5,3700,2000,33.03333,-112.61667
Gilgoin,H5,147000,1889,-30.38333,147.2
Gilzem,H5,436,1987,49.87361,6.50556
Giroux,"Pallasite, PMG",4275,1954,49.61667,-96.55
Gladstone (iron),"Iron, IAB-MG",736600,1915,-23.9,151.3
Gladstone (stone),H4,57300,1936,36.3,-104
Glasgow,"Iron, IIIAB",20400,1922,37.01667,-85.91667
Glasston,L5,1990,1969,48.71667,-97.3
Glen Rose (iron),"Iron, ungrouped",11000,1934,32.25,-97.71667
Glenormiston,"Iron, ungrouped",40800,1925,-22.9,138.71667
Glenrothes,H5,13,1998,56.25,-3.16667
Glorieta Mountain,"Pallasite, PMG-an",148000,1884,35.6,-105.8
Gnowangerup,"Iron, IIIAB",33600,1976,-34,118.1
Goalpara,Ureilite,2700,1868,26.16667,90.6
Gobabeb,H4,27000,1969,-23.55,15.03333
Gold Basin,L4,61000,1995,35.875,-114.23333
Golden Mile,H4,378.8,2000,35.89,-114.16667
Golden Rule,L5,797.6,1999,35.87333,-114.2
Gomez,L6,47000,1974,33.18139,-102.40139
Goodland,L4,3628,1923,39.35,-101.66667
Goose Creek,H5,2132.3,1999,37.435,-98.31833
Goose Lake,"Iron, IAB-sLL",1169500,1938,41.98,-120.54167
Goronyo,H4,11000,2001,13.26667,5.4
Gourara,H6,1272,2002,29.75883,1.88467
Governador Valadares,Martian (nakhlite),158,1958,-18.85,-41.95
Grady (1933),L3-6,4230,1933,34.8,-103.31667
Grady (1937),H3.7,9300,1937,34.8,-103.31667
Grady (c),H4,5700,1970,34.8,-103.31667
Granada Creek,H,479,1975,37.96667,-102.33333
Grand Rapids,"Iron, ungrouped",51700,1883,42.96667,-85.76667
Grandview,L5,6400,2008,32.788333,-101.938333
Grant,"Iron, IIIAB",525000,1929,35.16667,-107.88333
Grant County,L6,2300,1936,37.46667,-101.43333
Grassland,L4,4400,1964,33.11667,-101.58333
Graves Nunataks 95200,L5,25066.1,1995,-86.71667,-141.5
Graves Nunataks 95201,H5,2990.5,1995,-86.71667,-141.5
Graves Nunataks 95202,H5,2006.4,1995,-86.71667,-141.5
Graves Nunataks 95203,L5,1205.9,1995,-86.71667,-141.5
Graves Nunataks 95204,H5,1173.7,1995,-86.71667,-141.5
Graves Nunataks 95205,Ureilite,1459.8,1995,-86.71667,-141.5
Graves Nunataks 95206,L6,933.2,1995,-86.71667,-141.5
Graves Nunataks 95207,H5,914.2,1995,-86.71667,-141.5
Graves Nunataks 95208,H3.7,778.3,1995,-86.71667,-141.5
Graves Nunataks 95209,Lodranite,948.8,1995,-86.71667,-141.5
Graves Nunataks 95210,H5,550.4,1995,-86.71667,-141.5
Graves Nunataks 95211,H6,518.8,1995,-86.71667,-141.5
Graves Nunataks 95212,H5,444.1,1995,-86.71667,-141.5
Graves Nunataks 95213,H5,372.8,1995,-86.71667,-141.5
Graves Nunataks 95214,H5,204.5,1995,-86.71667,-141.5
Graves Nunataks 95215,L4,320.6,1995,-86.71667,-141.5
Graves Nunataks 95216,L5,129.1,1995,-86.71667,-141.5
Graves Nunataks 95217,L5,134,1995,-86.71667,-141.5
Graves Nunataks 95218,H5,79.1,1995,-86.71667,-141.5
Graves Nunataks 95219,H5,100.8,1995,-86.71667,-141.5
Graves Nunataks 95220,L6,55.8,1995,-86.71667,-141.5
Graves Nunataks 95221,LL6,14.9,1995,-86.71667,-141.5
Graves Nunataks 95222,L6,19.4,1995,-86.71667,-141.5
Graves Nunataks 95223,H5,20.2,1995,-86.71667,-141.5
Graves Nunataks 95226,L5,16.6,1995,-86.71667,-141.5
Graves Nunataks 95227,L5,36.4,1995,-86.71667,-141.5
Graves Nunataks 95228,L6,52.2,1995,-86.71667,-141.5
Graves Nunataks 95229,CR2,128.9,1995,-86.71667,-141.5
Graves Nunataks 95230,L6,53.4,1995,-86.71667,-141.5
Graves Nunataks 95231,H4,16.2,1995,-86.71667,-141.5
Graves Nunataks 95232,L4,68.9,1995,-86.71667,-141.5
Graves Nunataks 98001,H5,7296.7,1998,-86.71667,-141.5
Graves Nunataks 98002,H5,735.4,1998,-86.71667,-141.5
Graves Nunataks 98003,L5,426.7,1998,-86.71667,-141.5
Graves Nunataks 98004,H5,721.9,1998,-86.71667,-141.5
Graves Nunataks 98005,CM2,202.9,1998,-86.71667,-141.5
Graves Nunataks 98006,Eucrite-br,163.7,1998,-86.71667,-141.5
Graves Nunataks 98007,H5,82.1,1998,-86.71667,-141.5
Graves Nunataks 98008,H5,120.1,1998,-86.71667,-141.5
Graves Nunataks 98009,H5,116.9,1998,-86.71667,-141.5
Graves Nunataks 98010,H5,140.3,1998,-86.71667,-141.5
Graves Nunataks 98011,L5,104.5,1998,-86.71667,-141.5
Graves Nunataks 98012,H5,530,1998,-86.71667,-141.5
Graves Nunataks 98013,H4,697.5,1998,-86.71667,-141.5
Graves Nunataks 98014,H5,1130.7,1998,-86.71667,-141.5
Graves Nunataks 98015,H5,1201.9,1998,-86.71667,-141.5
Graves Nunataks 98016,H5,512.8,1998,-86.71667,-141.5
Graves Nunataks 98017,H5,341.8,1998,-86.71667,-141.5
Graves Nunataks 98018,H5,315.4,1998,-86.71667,-141.5
Graves Nunataks 98019,Eucrite-br,95.5,1998,-86.71667,-141.5
Graves Nunataks 98020,L5,200.9,1998,-86.71667,-141.5
Graves Nunataks 98021,H5,81.3,1998,-86.71667,-141.5
Graves Nunataks 98022,H5,62.7,1998,-86.71667,-141.5
Graves Nunataks 98023,H3.8,136.7,1998,-86.71667,-141.5
Graves Nunataks 98024,H3.8,59.1,1998,-86.71667,-141.5
Graves Nunataks 98025,CR2,14.4,1998,-86.71667,-141.5
Graves Nunataks 98026,Eucrite-br,68.4,1998,-86.71667,-141.5
Graves Nunataks 98027,H6,14.8,1998,-86.71667,-141.5
Graves Nunataks 98028,Acapulcoite,22.4,1998,-86.71667,-141.5
Graves Nunataks 98030,Howardite,32.6,1998,-86.71667,-141.5
Graves Nunataks 98031,H4,2309.8,1998,-86.71667,-141.5
Graves Nunataks 98032,Ureilite,1699.5,1998,-86.71667,-141.5
Graves Nunataks 98033,Eucrite-br,123.2,1998,-86.71667,-141.5
Graves Nunataks 98034,H6,416.3,1998,-86.71667,-141.5
Graves Nunataks 98035,L5,248.4,1998,-86.71667,-141.5
Graves Nunataks 98036,L6,182.2,1998,-86.71667,-141.5
Graves Nunataks 98037,Eucrite-br,107.9,1998,-86.71667,-141.5
Graves Nunataks 98038,H6,118.6,1998,-86.71667,-141.5
Graves Nunataks 98039,Eucrite-br,72.8,1998,-86.71667,-141.5
Graves Nunataks 98040,H5,542.6,1998,-86.71667,-141.5
Graves Nunataks 98041,L6,1081.5,1998,-86.71667,-141.5
Graves Nunataks 98042,Eucrite-br,92.6,1998,-86.71667,-141.5
Graves Nunataks 98043,Eucrite-br,102.9,1998,-86.71667,-141.5
Graves Nunataks 98044,Eucrite-br,27.5,1998,-86.71667,-141.5
Graves Nunataks 98045,H4,260.4,1998,-86.71667,-141.5
Graves Nunataks 98046,L6,657.6,1998,-86.71667,-141.5
Graves Nunataks 98047,H5,594.1,1998,-86.71667,-141.5
Graves Nunataks 98048,H6,702.1,1998,-86.71667,-141.5
Graves Nunataks 98049,L6,2341.9,1998,-86.71667,-141.5
Graves Nunataks 98050,H3.8,337.4,1998,-86.71667,-141.5
Graves Nunataks 98051,H5,171.9,1998,-86.71667,-141.5
Graves Nunataks 98052,Eucrite-br,63.6,1998,-86.71667,-141.5
Graves Nunataks 98053,H6,145.5,1998,-86.71667,-141.5
Graves Nunataks 98054,Eucrite-br,103.4,1998,-86.71667,-141.5
Graves Nunataks 98055,Eucrite-br,140.8,1998,-86.71667,-141.5
Graves Nunataks 98056,H6,177.9,1998,-86.71667,-141.5
Graves Nunataks 98057,L6,65.1,1998,-86.71667,-141.5
Graves Nunataks 98058,L5,105.7,1998,-86.71667,-141.5
Graves Nunataks 98059,H5,67.9,1998,-86.71667,-141.5
Graves Nunataks 98060,H6,54,1998,-86.71667,-141.5
Graves Nunataks 98061,L6,121.5,1998,-86.71667,-141.5
Graves Nunataks 98062,H5,51.9,1998,-86.71667,-141.5
Graves Nunataks 98063,H6,41.1,1998,-86.71667,-141.5
Graves Nunataks 98064,H6,42.7,1998,-86.71667,-141.5
Graves Nunataks 98065,H6,53.6,1998,-86.71667,-141.5
Graves Nunataks 98066,L6,18.2,1998,-86.71667,-141.5
Graves Nunataks 98067,Eucrite-br,53.2,1998,-86.71667,-141.5
Graves Nunataks 98068,L6,51.6,1998,-86.71667,-141.5
Graves Nunataks 98069,H6,42.5,1998,-86.71667,-141.5
Graves Nunataks 98070,H6,16.3,1998,-86.71667,-141.5
Graves Nunataks 98071,H6,64.3,1998,-86.71667,-141.5
Graves Nunataks 98072,H6,29.9,1998,-86.71667,-141.5
Graves Nunataks 98074,CM2,51.9,1998,-86.71667,-141.5
Graves Nunataks 98075,H5,20.6,1998,-86.71667,-141.5
Graves Nunataks 98076,H6,29.2,1998,-86.71667,-141.5
Graves Nunataks 98077,L6,24.9,1998,-86.71667,-141.5
Graves Nunataks 98080,H5,91.8,1998,-86.71667,-141.5
Graves Nunataks 98081,H6,87.5,1998,-86.71667,-141.5
Graves Nunataks 98082,H6,13.5,1998,-86.71667,-141.5
Graves Nunataks 98083,H6,23,1998,-86.71667,-141.5
Graves Nunataks 98084,L6,42.3,1998,-86.71667,-141.5
Graves Nunataks 98085,L6,43.7,1998,-86.71667,-141.5
Graves Nunataks 98086,L6,32.3,1998,-86.71667,-141.5
Graves Nunataks 98087,H3.8,22.3,1998,-86.71667,-141.5
Graves Nunataks 98088,Eucrite-br,64.6,1998,-86.71667,-141.5
Graves Nunataks 98089,H4,60.8,1998,-86.71667,-141.5
Graves Nunataks 98090,H5,42.4,1998,-86.71667,-141.5
Graves Nunataks 98091,H5,20.8,1998,-86.71667,-141.5
Graves Nunataks 98092,H5,20.7,1998,-86.71667,-141.5
Graves Nunataks 98093,H5,40.4,1998,-86.71667,-141.5
Graves Nunataks 98095,L6,31.9,1998,-86.71667,-141.5
Graves Nunataks 98096,H6,45.9,1998,-86.71667,-141.5
Graves Nunataks 98097,Eucrite-br,12.9,1998,-86.71667,-141.5
Graves Nunataks 98098,Eucrite-unbr,779.2,1998,-86.71667,-141.5
Graves Nunataks 98099,H5,26.7,1998,-86.71667,-141.5
Graves Nunataks 98100,H6,17.9,1998,-86.71667,-141.5
Graves Nunataks 98101,L6,38.6,1998,-86.71667,-141.5
Graves Nunataks 98103,Eucrite-br,41.1,1998,-86.71667,-141.5
Graves Nunataks 98104,L6,15.2,1998,-86.71667,-141.5
Graves Nunataks 98105,H6,13.9,1998,-86.71667,-141.5
Graves Nunataks 98106,L6,47.6,1998,-86.71667,-141.5
Graves Nunataks 98107,L6,35,1998,-86.71667,-141.5
Graves Nunataks 98108,Diogenite,12.7,1998,-86.71667,-141.5
Graves Nunataks 98110,H6,70.3,1998,-86.71667,-141.5
Graves Nunataks 98111,H6,80,1998,-86.71667,-141.5
Graves Nunataks 98112,H6,86,1998,-86.71667,-141.5
Graves Nunataks 98113,Eucrite-br,63.7,1998,-86.71667,-141.5
Graves Nunataks 98114,Eucrite-br,58.7,1998,-86.71667,-141.5
Graves Nunataks 98115,L6,44.9,1998,-86.71667,-141.5
Graves Nunataks 98116,L6,66.5,1998,-86.71667,-141.5
Graves Nunataks 98117,H5,89.5,1998,-86.71667,-141.5
Graves Nunataks 98118,L6,78.4,1998,-86.71667,-141.5
Graves Nunataks 98119,L6,45.4,1998,-86.71667,-141.5
Graves Nunataks 98120,L6,42.5,1998,-86.71667,-141.5
Graves Nunataks 98121,H5,48,1998,-86.71667,-141.5
Graves Nunataks 98122,H6,12.9,1998,-86.71667,-141.5
Graves Nunataks 98123,L6,14.8,1998,-86.71667,-141.5
Graves Nunataks 98125,H5,17.4,1998,-86.71667,-141.5
Graves Nunataks 98126,H5,26.2,1998,-86.71667,-141.5
Graves Nunataks 98127,H5,17.5,1998,-86.71667,-141.5
Graves Nunataks 98128,H5,19.6,1998,-86.71667,-141.5
Graves Nunataks 98130,L4,45.1,1998,-86.71667,-141.5
Graves Nunataks 98131,Eucrite-br,26.1,1998,-86.71667,-141.5
Graves Nunataks 98132,H6,14.6,1998,-86.71667,-141.5
Graves Nunataks 98133,H6,18.7,1998,-86.71667,-141.5
Graves Nunataks 98134,H5,22.4,1998,-86.71667,-141.5
Graves Nunataks 98135,H6,25.7,1998,-86.71667,-141.5
Graves Nunataks 98137,H6,16.4,1998,-86.71667,-141.5
Graves Nunataks 98139,H6,63.8,1998,-86.71667,-141.5
Graves Nunataks 98141,H6,41.5,1998,-86.71667,-141.5
Graves Nunataks 98143,L6,11,1998,-86.71667,-141.5
Graves Nunataks 98144,H6,13.9,1998,-86.71667,-141.5
Graves Nunataks 98145,H6,16.1,1998,-86.71667,-141.5
Graves Nunataks 98149,H6,79.7,1998,-86.71667,-141.5
Graves Nunataks 98150,H6,36.9,1998,-86.71667,-141.5
Graves Nunataks 98151,H6,52.8,1998,-86.71667,-141.5
